431,12,flow,,,,,,,,,,
217,b217,777166,1046337,100,76,V,CP,0.205060977,1222.389087,41.4857143,GEOSYN. GRANITES,2.4
218,b218,767101,1046564,60,100,V,CP,0.521347918,1452.257938,37.4576471,GRANITES,1.4
219,b219,764835,1048486,50,41,C,CP,0,0,0,GRANITES,0
220,b220,761398,1046077,100,305,V,NC,1.251079869,940.9935852,9.716087,GRANITES,1.9
221,b221,759393,1053668,40,57,V,CB2P,0.888279005,2549.644642,2.8828571,GEOSYN. GRANITES,0.4
222,b222,755196,1052596,90,214,V,NC,0.957893987,1734.475,1.36,VOLCANO-SEDIM. SCHISTS,1.6
223,b223,762777,1063681,150,337,V,CB2P,0.665512268,856.5818548,47.3677419,GNEISS-MIGMATITES,4
224,b224,770716,1066123,80,26,V,CP,0,0,0,GRANITES,0
225,b225,769183,1070586,130,199,C,CP,0.322891413,892.6128585,4.7664865,GRANITES,2.8
226,b226,770141,1083417,90,186,C,CP,0.656599169,1239.988774,15.8335294,GEOSYN. GRANITES,1.5
227,b227,760401,1059937,220,122,V,CP,0.141421321,804.9064727,22.9679245,GRANITES,6
228,b228,764955,1052811,80,105,C,NC,0.05006069,1361.695058,31.444186,GEOSYN. GRANITES,1
229,b229,768352,1060887,50,75,V,CP,0,0,0,GEOSYN. GRANITES,0
230,b230,765888,1054868,60,87,U,NC,0,0,0,GEOSYN. GRANITES,0
231,b231,772458,1054530,60,10,V,NC,0,395.6767,45.6796117,GRANITES,0
232,b232,775843,1053609,110,314,V,CP,1.349931128,1594.974336,32.04946903,VOLCANO-SEDIM. SCHISTS,2
233,b233,775217,1055757,100,205,V,CB2P,1.32859631,1249.368827,34.5976923,GNEISS-MIGMATITES,1.3
234,b234,774008,1051222,130,445,K,CP,1.285648693,873.1094799,50.1604027,GNEISS-MIGMATITES,3
235,b235,777048,1053922,90,58,V,CB2P,0.42044187,767.5625,,GNEISS-MIGMATITES,1
236,b236,779909,1080347,80,27,V,CP,0.179669405,1244.928566,36.3705405,GRANITES,0.9
237,b237,750348,1046402,90,96,V,CB2P,1.091619983,767.5625,,GRANITES,0.7
238,b238,748690,1079390,270,467,V,CP,0.449977043,812.3334505,33.4445783,GRANITES,9
239,b239,785844,1050875,70,10,V,CB2P,0,0,2.3283856,GRANITES,0
240,b240,777836,1057377,80,60,W,NC,0.449977043,1344.043714,25.5604045,GRANITES,1
241,b241,772281,1057337,88,58,V,CB2P,0.42044187,1113.43977,48.6924233,GRANITES,1
242,b242,769019,1051498,100,95,V,CP,0.407817108,1823.986046,9.2166667,VOLCANO-SEDIM. SCHISTS,1.9
243,b243,762364,1058310,70,90,V,NC,0.22760399,2390.7985,7.812,VOLCANO-SEDIM. SCHISTS,1
244,b244,755132,1062138,70,72,C,NC,0.267444398,1037.469397,23.3689655,GRANITES,1
245,b245,751669,1063754,290,1425,U,NC,1.204510973,965.4608,26.23,VOLCANO-SEDIM. SCHISTS,10
246,b246,774964,1080470,70,90,V,NC,0.529415007,767.5625,0,VOLCANO-SEDIM. SCHISTS,1.2
247,b247,743108,1064444,130,88,W,EC,0.22627417,1307.652372,9.7113907,VOLCANO-SEDIM. SCHISTS,3.2
248,b248,742109,1056386,50,13,U,NC,0,0,0,VOLCANO-SEDIM. SCHISTS,0
249,b249,759426,1048897,90,282,V,NC,1.228161291,1016.925059,6.4062162,GEOSYN. GRANITES,1.9
250,b250,755421,1041415,110,45,U,CB2P,0.339411256,2589.948214,7.5285714,VOLCANO-SEDIM. SCHISTS,1
251,b251,744474,1085027,160,725,K,CP,1.400955308,1182.816503,16.1368571,VOLCANO-SEDIM. SCHISTS,4.5
252,b252,792785,1085230,90,430,W,NC,1.300036617,772.0107759,12.9,VOLCANO-SEDIM. SCHISTS,2.9
253,b253,788410,1068940,100,158,C,CP,1.355287998,777.6625,10.1,VOLCANO-SEDIM. SCHISTS,1
254,b254,789971,1061197,80,135,V,CP,1.12E-09,776.1625,17.2,VOLCANO-SEDIM. SCHISTS,2
255,b255,766015,1051626,90,164,V,CP,1.331024548,1093.784949,42.1408163,GRANITES,1
256,b256,776950,1055432,50,26,V,CP,0.491799981,5369.275403,2.9232258,GRANITES,0.2
257,b257,774807,1081364,120,521,K,CP,1.414212734,868.9659591,44.8330189,GRANITES,3
258,b258,776908,1081379,40,15,C,NC,0,0,0,GRANITES,0
259,b259,757397,1037998,20,33,V,NC,0,0,3.28,GRANITES,0
260,b260,769417,1037633,90,24,V,NC,0.540052804,1731.072638,13.59682028,GRANITES,0.3
261,b261,777166,1046337,130,170,K,CP,0.360624462,825.4742787,22.89,VOLCANO-SEDIM. SCHISTS,4.1
262,b262,767101,1046564,250,913,W,EC,0.943210218,974.7058919,7.8083721,VOLCANO-SEDIM. SCHISTS,8.2
263,b263,764835,1048486,160,425,C,NC,0.707106782,1168.522975,11.5465347,VOLCANO-SEDIM. SCHISTS,5
264,b264,761398,1046077,60,43,C,NC,0.0601793,3770.510829,37.9060411,VOLCANO-SEDIM. SCHISTS,0.5
265,b265,759393,1053668,80,41,W,NC,0.088388348,853.0931569,48.20474453,GRANITES,1.5
266,b266,755196,1052596,40,84,V,CP,0,0,0,GRANITES,0
267,b267,762777,1063681,220,668,U,NC,1.086963879,1136.456738,12.7723318,VOLCANO-SEDIM. SCHISTS,5.1
268,b268,770716,1066123,130,330,V,CP,1.061492057,1073.475518,14.34,GNEISS-MIGMATITES,2.6
269,b269,789971,1061197,160,30,V,CP,0.038221987,808.641335,11.815534,GRANITES,5
270,b270,766015,1051626,170,99,C,CP,0.169705371,1065.724722,12.0942857,GNEISS-MIGMATITES,3
271,b271,776950,1055432,88,90,V,CP,0.637782586,1185.105618,39.247706,GRANITES,1
272,b272,750028,1103404,70,34,C,CP,0.207051122,1113.871848,35.33774194,GRANITES,0.7
273,b273,796335,1112851,70,51,C,NC,0.708757897,2350.8625,10.45,GRANITES,0.5
274,b274,776645,1116571,440,462,W,EC,0.286197482,906.5435353,9.0097561,VOLCANO-SEDIM. SCHISTS,14
275,b275,770261,1127259,130,42,W,NC,0.004319195,1348.641521,22.9176923,GRANITES,1.1
276,b276,790838,1093058,50,39,U,EC,0,0,35.02,GNEISS-MIGMATITES,0
277,b277,790618,1092974,180,636,V,CP,0.922313193,963.8886821,5.5340426,GNEISS-MIGMATITES,6
278,b278,790594,1092865,70,40,V,EC,0,0,0,GNEISS-MIGMATITES,0
279,b279,790194,1093026,110,492,W,EC,1.414213556,1355.695055,13.4847134,VOLCANO-SEDIM. SCHISTS,3
280,b280,751669,1063754,360,1405,U,EC,0.912973254,916.6637426,26.53,VOLCANO-SEDIM. SCHISTS,13
281,b281,751669,1063754,80,144,U,EC,0.588574941,1158.940188,4.0729032,GRANITES,1.2
282,b282,790194,1093026,52,46,W,EC,0.332340186,767.6625,0.09,GNEISS-MIGMATITES,0.9
283,b283,774807,1081364,50,12,V,NC,0.182544543,2956.842078,0.1892958,GRANITES,0.4
284,b284,776908,1081379,60,78,C,NC,0,0,0,GRANITES,0
285,b285,757397,1037998,90,20,C,NC,0.231455076,2644.957186,24.3778261,GRANITES,0.3
286,b286,769417,1037633,140,39,V,CP,0.082794345,1116.510271,18.7828188,GNEISS-MIGMATITES,3.6
287,b287,777166,1046337,50,79,V,NC,0,0,0,GRANITES,0
288,b288,769417,1037633,60,89,V,NC,0,0,0,GRANITES,0
289,b289,777166,1046337,130,317,V,NC,0.797841222,933.2204351,20.0643243,GRANITES,3.4
290,b290,779649,1116147,120,124,U,NC,0.316118331,1007.508402,22.9590164,GEOSYN. GRANITES,3
291,b291,778773,1052761,100,60,W,CB2P,2.90E-07,1340.881944,41.92,GNEISS-MIGMATITES,2.4
292,b292,774964,1080470,90,310,K,CP,1.133633417,1592.298342,27.8093878,VOLCANO-SEDIM. SCHISTS,2.4
293,b293,759426,1048897,80,59,W,EC,0.157067974,1208.827621,2.8630612,GRANITES,1.1
294,b294,743108,1064444,230,135,C,NC,0.120358583,1004.628377,19.3774194,VOLCANO-SEDIM. SCHISTS,8
295,b295,790496,1175071,250,547,W,CP,0.548279649,1016.440517,36.4454422,VOLCANO-SEDIM. SCHISTS,8.4
296,b296,773470,1059889,100,83,W,EC,0.192860723,1046.296879,13.1075034,GRANITES,2
297,b297,775487,1054834,130,208,U,NC,1.226182497,805.2291667,45.2,GRANITES,1.2
298,b298,783677,1094704,80,119,W,EC,0.637959974,1110.414071,31.2754378,GRANITES,1.1
299,b299,776217,1161953,140,154,U,NC,0.664545571,985.2447222,28.79,GRANITES,1.5
300,b300,748669,1136769,100,160,W,EC,0.533052943,1013.854361,17.1534884,GRANITES,2
301,b301,778287,1095277,118,87,U,NC,0.399731869,787.9347772,6.857425743,GRANITES,1
302,b302,776515,1051845,110,278,W,EC,0.917739666,1619.098094,8.996838,VOLCANO-SEDIM. SCHISTS,2.3
303,b303,764749,1110889,120,349,W,CP,0.845257267,1181.366542,37.1410219,VOLCANO-SEDIM. SCHISTS,3.6
304,b304,769417,1037633,70,64,V,CP,0.338865303,1007.27285,41.1808219,GRANITES,1.5
305,b305,788410,1068940,260,193,W,EC,0.150448229,986.598308,39.5210762,VOLCANO-SEDIM. SCHISTS,9
306,b306,766096,1134857,120,225,V,EC,0.894626156,2010.1625,34.2,VOLCANO-SEDIM. SCHISTS,2
307,b307,741220,1132591,120,138,U,EC,0.547063277,1861.4125,35.2,VOLCANO-SEDIM. SCHISTS,2
308,b308,770409,1158750,70,16,V,CP,0.099602013,1627.6625,20.1,GEOSYN. GRANITES,1
309,b309,758899,1049812,110,61,V,EC,0.510692817,1454.6625,29.1,GEOSYN. GRANITES,1
310,b310,742530,1116498,60,32,V,EC,0,,,GRANITES,0
311,b311,746614,1089390,102,285,V,NC,0.821609503,881.9625,4.4,GRANITES,3
312,b312,760253,1113640,68,90,V,EC,0.688167592,2186.7625,39.8,GRANITES,1
313,b313,795909,1156275,80,93,V,NC,0.288010644,1074.886877,19.79,GEOSYN. GRANITES,1.9
314,b314,794621,1131207,60,43,C,NC,0.0015476,1014.1625,15.6,GRANITES,1
315,b315,794430,1118080,80,70,U,EC,0.259316879,1190.644749,7.03,GRANITES,1.3
316,b316,808349,1086127,50,152,U,NC,1.368946862,1144.74892,7.39,GRANITES,0.9
317,b317,781455,1070104,70,178,K,CB2P,1.387009002,1151.0625,27.9,GRANITES,1
318,b318,750193,1075846,100,70,C,CB2P,0.239048786,1861.9125,5.6,VOLCANO-SEDIM. SCHISTS,2
319,b319,774597,1045150,180,26,W,EC,0.044484367,1022.130093,9.86,GRANITES,3.6
320,b320,764855,1064466,90,167,U,EC,1.396658691,1560.9625,31.2,GRANITES,1
321,b321,784263,1151405,90,127,U,EC,0.945896611,1324.026136,13.61,GRANITES,1.1
322,b322,757473,1038769,484,1733,U,EC,0.840834848,881.8136895,37.42,VOLCANO-SEDIM. SCHISTS,18.2
323,b323,748854,1051386,310,1005,W,EC,0.886588402,917.6555,34.3,VOLCANO-SEDIM. SCHISTS,10
324,b324,750255,1066603,100,153,V,EC,1.306209725,1979.8625,37.5,GRANITES,1
325,b325,788340,1033768,260,190,W,EC,0.268691507,904.4923844,9.81,GRANITES,6.1
326,b326,807067,1060163,120,544,V,NC,1.254986488,1233.985215,29.88,GEOSYN. GRANITES,3.8
327,b327,780824,1113646,290,1413,W,EC,1.386047753,1010.678549,10.6,VOLCANO-SEDIM. SCHISTS,9
328,b328,740699,1104707,60,133,V,NC,0.942198006,1491.995833,15.72,GRANITES,1.2
329,b329,741187,1076085,110,278,U,EC,0.77541842,905.0625,34.1,GRANITES,3
330,b330,734699,1057557,90,128,V,EC,0.573966725,2121.150103,19.71,GEOSYN. GRANITES,1.1
331,b331,740750,1050439,58,61,U,NC,0.481830408,1792.7625,41.8,GRANITES,1
332,b332,747116,1041534,88,140,W,EC,1.087835409,1341.1625,24.6,GRANITES,1
333,b333,753185,1032330,60,313,V,NC,1.267160688,1033.545216,35.28,GRANITES,1.8
334,b334,772751,1027989,30,78,V,NC,0,0,,GRANITES,0
335,b335,784518,1022108,420,315,W,EC,0.21027628,926.7843935,12.1,VOLCANO-SEDIM. SCHISTS,13
336,b336,743584,1029883,130,189,V,EC,0.783622952,1448.7875,5.1,GNEISS-MIGMATITES,2
337,b337,731219,1037261,60,114,V,EC,0.79785279,1854.6625,29.1,GEOSYN. GRANITES,1
338,b338,796426,1113175,120,232,V,NC,0.582859169,1350.883804,15.63,VOLCANO-SEDIM. SCHISTS,3.3
339,b339,757219,1142992,130,97,V,EC,0.196871483,888.8380102,17.15,VOLCANO-SEDIM. SCHISTS,3.5
340,b340,774803,1155057,180,270,W,EC,0.539639112,953.3736111,10.5,GRANITES,3
341,b341,788134,1136970,58,85,K,EC,0.204172447,1201.4625,44.7,GRANITES,1
342,b342,768626,1058976,130,371,U,EC,1.245394207,919.4125,31.6,GRANITES,2
343,b343,752933,1024873,110,115,W,EC,0.509612209,871.1365484,6.77,GRANITES,1.7
344,b344,773707,1020241,160,346,K,EC,1.41373376,1866.0375,8.9,VOLCANO-SEDIM. SCHISTS,2
345,b345,781669,1041772,180,300,W,EC,0.950086468,1829.7875,39.9,VOLCANO-SEDIM. SCHISTS,2
346,b346,788704,1065089,80,126,V,EC,0.843509971,1166.0625,32.9,GRANITES,1
347,b347,793648,1085709,90,208,V,EC,1.1557069,1262.902169,23.31,GRANITES,1.1
348,b348,785248,1085047,50,50,C,CP,0,0,26.4,GRANITES,0
349,b349,774778,1080195,140,387,V,EC,1.128776463,881.9625,4.4,GRANITES,3
350,b350,764606,1075350,120,4,W,CP,0.008625537,1186.7625,39.8,GRANITES,1
351,b351,754920,1086912,120,219,V,EC,0.996772115,1155.219287,19.79,GEOSYN. GRANITES,1.9
352,b352,766872,1094154,68,53,V,EC,0.416999885,1014.1625,15.6,GRANITES,1
353,b353,774222,1114191,100,68,V,EC,0.434286561,2121.271967,28.63,VOLCANO-SEDIM. SCHISTS,1.3
354,b354,776482,1132104,90,10,W,EC,0.051003694,1289.5625,7.4,GRANITES,1
355,b355,766018,1128445,90,26,C,CB2P,0.17239815,970.0025,0.88,GRANITES,1
356,b356,753505,1117617,80,252,V,NC,1.080994854,1536.725,15.45,VOLCANO-SEDIM. SCHISTS,2
357,b357,754227,1100326,90,252,C,CP,1.243526769,1189.498438,9.66,GRANITES,1.6
358,b358,735616,1102288,80,132,W,EC,0.862999695,769.7926775,1.13,GRANITES,1.3
359,b359,770648,1051385,80,165,W,EC,1.411819994,1408.1625,13.6,GRANITES,1
360,b360,767955,1050173,110,41,V,NC,0.096128153,1476.203316,35.88,VOLCANO-SEDIM. SCHISTS,2.8
361,b361,765563,1048665,300,616,K,NC,0.51123597,978.1555,34.3,VOLCANO-SEDIM. SCHISTS,10
362,b362,762543,1051328,90,201,V,NC,0.816139259,1259.219287,37.59,GRANITES,1.9
363,b363,761287,1059372,140,130,W,EC,1.216801557,1737.736574,9.29,GRANITES,0.9
364,b364,759449,1064727,120,38,V,EC,0.131693858,1362.559194,29.72,GEOSYN. GRANITES,2.2
365,b365,776551,1065147,90,72,K,EC,0.666694864,1622.181019,9.79,GRANITES,0.9
366,b366,779259,1064272,110,148,V,NC,1.154453074,1114.4625,15.7,GRANITES,1
367,b367,781525,1041920,160,446,V,NC,1.277009583,905.0625,34.1,GRANITES,3
368,b368,776414,1042778,70,153,U,EC,1.25824719,1926.4625,19.7,GEOSYN. GRANITES,1
369,b369,764262,1019431,150,142,V,NC,1.14203563,1792.7625,41.8,GRANITES,1
370,b370,760338,1022089,90,156,W,EC,1.307171593,1341.1625,24.6,GRANITES,1
371,b371,758933,1052497,66,140,V,NC,0.645744058,1119.964969,35.28,GRANITES,1.8
372,b372,756469,1061724,40,81,V,NC,0,0,20.13,GRANITES,0
373,b373,765563,1048665,70,148,V,NC,0.464194069,1527.677623,11.03,VOLCANO-SEDIM. SCHISTS,2.3
374,b374,762265,1048046,80,103,C,CB2P,0.305936602,1298.7875,5.1,GNEISS-MIGMATITES,2
375,b375,780084,1113491,90,31,V,NC,0.115905173,1559.219593,29.17,GEOSYN. GRANITES,1.7
376,b376,778691,1153298,90,44,V,NC,0.103441577,1350.883804,15.63,VOLCANO-SEDIM. SCHISTS,3.3
377,b377,783521,1149758,130,526,V,NC,1.308692842,1366.389031,17.15,VOLCANO-SEDIM. SCHISTS,3.5
378,b378,784409,1151257,120,271,C,CB2P,0.768734492,953.3736111,10.5,GRANITES,3
379,b379,787107,1151577,150,128,W,EC,1.043559504,1201.4625,44.7,GRANITES,1
380,b380,780462,1156892,140,217,V,EC,0.893163886,919.4125,31.6,GRANITES,2
381,b381,778062,1156872,100,180,V,EC,0.87295519,871.1365484,6.77,GRANITES,1.7
382,b382,776305,1151489,168,562,K,EC,1.120480902,888.5715909,46.44,GRANITES,4.4
383,b383,786236,1147991,120,102,V,EC,0.689791623,929.6486111,4.02,GRANITES,1.2
384,b384,789217,1150401,130,39,V,EC,0.297556423,1257.193364,5.99,GRANITES,0.9
385,b385,776305,1151489,210,74,W,EC,0.334176641,1688.529688,35.26,GEOSYN. GRANITES,1.6
386,b386,769923,1161878,40,177,W,EC,1.206822868,1911.009722,31.42,GEOSYN. GRANITES,1.2
387,b387,768180,1074182,110,28,V,EC,0,0,6.6,GRANITES,0
388,b388,759997,1083369,40,114,C,CP,0.815958176,1020.290599,30.01,GRANITES,1.1
389,b389,757870,1086634,60,54,V,EC,0.306904521,1331.065278,44.62,GRANITES,1.2
390,b390,747427,1075231,90,53,V,EC,0.3414804,1798.7625,43.8,GEOSYN. GRANITES,1
391,b391,745042,1072234,120,312,V,NC,0.72973145,1283.651698,2.46,GEOSYN. GRANITES,3.6
392,b392,791804,1109706,330,406,K,NC,0.339303159,937.7235,25.1,GEOSYN. GRANITES,10
393,b393,763251,1154519,60,265,V,NC,1.055046087,1500.0375,16.1,VOLCANO-SEDIM. SCHISTS,2
394,b394,773891,1135812,60,125,V,EC,0.449945716,1123.0375,14.5,GRANITES,2
395,b395,770201,1067188,210,234,W,EC,1.110244673,1276.33534,23.68,GRANITES,1.8
396,b396,757881,1067102,140,174,K,EC,1.222646796,1494.356944,16.72,GRANITES,1.2
397,b397,755487,1065594,220,537,V,EC,0.571868943,855.7375,41.2,GRANITES,8
398,b398,767760,1113397,130,607,V,NC,1.222636037,775.27875,13.94,GRANITES,4
399,b399,797239,1105873,70,24,V,EC,0.107417356,1173.866582,12.17,GRANITES,0.7
400,b400,802341,1106214,190,138,V,EC,0.72449264,1224.4125,43.28,GEOSYN. GRANITES,0.8
401,b401,778299,1109301,150,694,V,EC,1.076313019,925.2465,4.1,GRANITES,5
402,b402,768426,1104753,140,20,V,EC,0.017568967,1461.844318,32.91,GRANITES,1.1
403,b403,790490,1086430,280,38,W,EC,0.01638555,969.6109375,19.9,GEOSYN. GRANITES,8
404,b404,775917,1106599,200,72,K,EC,0.466699849,1240.634722,6.32,GEOSYN. GRANITES,1.2
405,b405,763055,1140799,270,109,W,EC,0.191142096,895.4385,45.85,GRANITES,2.5
406,b406,761622,1131842,120,119,V,EC,0.22935103,1465.5375,48.5,GEOSYN. GRANITES,2
407,b407,793026,1107330,90,69,V,EC,0.514298265,1289.8625,7.5,GEOSYN. GRANITES,1
408,b408,790801,1122525,90,251,C,CP,1.385881899,1578.0625,49.75,GRANITES,1.5
409,b409,764786,1109796,90,81,V,EC,0,0,21.6,GRANITES,0
410,b410,799813,1085311,210,313,W,EC,1.13155946,958.3395833,13.74,GRANITES,2.4
411,b411,764455,1024168,290,247,C,EC,0.244247445,947.5963354,3,GNEISS-MIGMATITES,8.7
412,b412,758901,1049812,40,60,V,NC,0,0,12.6,GRANITES,0
413,b413,766813,1036149,120,24,W,EC,0.058496319,1491.2875,15.42,GEOSYN. GRANITES,1.2
414,b414,789336,1080157,210,774,V,EC,1.358062891,890.0945,33.3,GRANITES,5
415,b415,764811,1064466,120,61,V,EC,0.289255776,1588.822263,34.23,GEOSYN. GRANITES,1.3
416,b416,785828,1106079,10,168,V,NC,0.302528881,4787.66,8.51,GEOSYN. GRANITES,0.1
417,b417,788376,1125189,120,222,V,EC,0.603930381,1379.173611,15.1,VOLCANO-SEDIM. SCHISTS,3
418,b418,743104,1039272,50,17,V,NC,0,0,15.25,GRANITES,0
419,b419,742329,1066700,70,21,C,NC,0,0,30.23,GRANITES,0
420,b420,793255,1050364,30,9,U,EC,0,0,18.23,GRANITES,0
421,b421,773955,1088093,310,1408,U,NC,1.193070252,941.8585,18.6,GEOSYN. GRANITES,10
422,b422,768183,1054981,60,135,K,CB2P,0.9164579,1305.329167,33.72,GEOSYN. GRANITES,1.2
423,b423,780323,1156741,210,138,W,CB2P,1.141177689,2285.2625,39.3,VOLCANO-SEDIM. SCHISTS,1
424,b424,758411,1098298,140,156,W,EC,0.645969506,964.6625,37.8,GRANITES,2
425,b425,792197,1097168,110,117,W,EC,0.957774555,1111.9625,48.2,GRANITES,1
426,b426,780534,1149396,260,1001,C,CB2P,1.084767115,977.3859375,22.7,GEOSYN. GRANITES,8
427,b427,796244,1176249,340,623,W,EC,0.530865469,941.8585,18.6,GEOSYN. GRANITES,10
428,b428,760533,1168876,160,64,V,NC,0.21933316,1117.5375,40.1,GRANITES,2
429,b429,769167,1125933,240,57,V,NC,0.070831977,899.9825,28.5,GRANITES,5
430,b430,755256,1131452,200,42,V,NC,0.057151598,940.15625,1.5,GRANITES,4
431,b431,780534,1149396,100,289,V,NC,0.990832589,1135.9185,33.85,GEOSYN. GRANITES,2.5
